date,BY6616951,00388WAL5,ZK2432019,00440FAA2,0010EPAF5,00139PAA6,EC5379283,00182EBJ7,00182FBJ4,00182FBM7,00182EBM0,04685A3R0,04686E3X8,04685A2P5,04686E2R2,05964HAS4,06407EAE5,06407F2E1,13607HVE9,14913R2Q9,14912L6T3,14913UAE0,14913UAA8,BP4094119,AM6439740,AQ6089074,AZ1269218,18977W2A7,18977X2A5,18977W2C3,18977X2C1,65334HAA0,191216DD9,205887AF9,126149AD5,21688ABD3,247025AE9,656531AJ9,30040WAV0,BZ5735841,125581GX0,38141GES9,022249AU0,404280CF4,40428HA44,BT5886671,44920UAT5,45434M2A9,45434L2A1,46115HBM8,472319AE2,BR4616800,24422EUB3,24422EWL9,ZL3159429,49327V2B9,ZI8616628,BQ2936111,501955AD0,53944YAD5,548661AK3,61238QAA6,ZS5181574,55279HAQ3,58769JAQ0,ZF2198033,59217GER6,59217HDB0,59217GFR5,59217HEB9,60687YAD1,JK7097401,BK8837647,BP5437630,632525AY7,63253QAG9,636180BS9,64952WDS9,64952XDN8,65535HAQ2,656029AG0,BR3763231,656029AH8,BR3764569,66815L2F5,66815M2F3,66815L2K4,66815M2K2,AR7148604,674599DD4,74735K2B7,EJ5291327,686330AP6,698900AG2,6944PL2H1,6944PM2K2,717081DV2,74256LEH8,74256MEH6,74256LEP0,74256MEQ6,742718FG9,744330AA9,74531EAA0,759470AX5,AQ1070327,780082AH6,BR3379137,913017AT6,AU7892469,78520LAB6,BS3534952,82938NAH7,AP0442859,78392BAH0,ZF0967975,ZK3662838,ZI7501953,86563VBM0,71644EAE2,87020PAV9,ZK9217678,879385AD4,880451AV1,89114TZG0,891160TD5,ZK8284158,89236THX6,89236TJK2,89236TJW6,89236TLD5,89236TKR5,25468PDM5,902613BB3,92857WAB6,929089AB6,949746TB7,961214ET6,96122XAQ1,96122WAQ3,96122QAC7,96122FAC1,96122QAA1,96122FAA5,96122QAC7.1,96122FAC1.1,96122QAA1.1,96122FAA5.1
2025-10-30,100.666,101.287,101.287,120.589,110.331,111.719,111.719,98.856,98.856,93.733,93.733,101.379,101.379,96.927,96.927,101.843,98.033,98.033,98.28,97.676,98.88,100.773,100.211,98.729,100.182,100.003,98.583,97.79,97.79,94.946,94.946,119.737,93.917,102.629,103.711,101.527,106.696,109.213,100.312,102.14,103.627,102.251,105.664,102.577,101.644,97.953,97.953,95.408,95.408,98.538,102.886,97.759,98.431,100.418,102.54,98.032,101.064,89.146,89.146,99.675,107.483,104.723,100.739,98.573,100.881,100.881,97.554,97.554,102.188,102.188,99.697,99.697,90.538,91.641,91.641,102.412,101.128,87.064,87.064,94.738,97.476,97.476,86.922,86.922,97.45,97.45,100.856,100.856,100.416,112.089,99.951,99.951,97.099,110.649,93.142,93.142,99.342,87.399,87.399,97.851,97.851,98.741,96.11,105.996,98.905,98.905,97.671,97.671,106.707,101.023,101.023,98.277,99.069,99.069,103.524,103.524,101.205,104.018,104.018,102.302,100.87,100.87,115.348,107.563,97.712,100.421,100.421,88.066,98.237,89.714,101.505,101.668,98.491,100.189,108.669,99.718,112.532,90.302,100.903,100.903,103.148,103.148,101.807,101.807,103.148,103.148,101.807,101.807
2025-10-31,100.643,101.162,101.162,120.429,109.841,111.592,111.592,98.797,98.797,93.579,93.579,101.354,101.354,96.871,96.871,101.735,98.018,98.018,98.27,97.689,98.853,100.714,100.207,98.739,100.161,99.962,98.494,97.804,97.804,94.81,94.81,119.706,93.797,102.563,103.666,101.478,106.634,109.234,100.309,102.072,103.531,102.208,105.606,102.362,101.595,97.947,97.947,95.301,95.301,98.412,103.069,97.768,98.345,100.046,102.472,98.253,101.043,89.05,89.05,99.611,107.358,104.696,100.634,98.556,100.823,100.823,97.551,97.551,102.067,102.067,99.696,99.696,90.446,91.518,91.518,102.285,101.113,86.925,86.925,94.601,97.464,97.464,86.76,86.76,97.42,97.42,100.768,100.768,100.366,111.867,99.914,99.914,96.903,110.443,93.062,93.062,99.359,87.304,87.304,97.871,97.871,98.705,95.955,105.812,98.87,98.87,97.669,97.669,106.68,100.945,100.945,98.261,99.078,99.078,103.437,103.437,101.253,103.923,103.923,102.226,100.859,100.859,115.085,107.469,97.722,100.412,100.412,87.899,98.222,89.422,101.511,101.333,98.489,100.211,108.3,99.697,112.308,90.137,100.824,100.824,103.101,103.101,101.737,101.737,103.101,103.101,101.737,101.737
2025-11-03,100.611,101.171,101.171,120.649,109.968,111.775,111.775,98.852,98.852,93.618,93.618,101.386,101.386,96.901,96.901,101.792,98.038,98.038,98.306,97.717,98.869,100.754,100.208,98.722,100.192,100.029,98.536,97.821,97.821,94.897,94.897,119.651,93.907,102.558,103.668,101.514,106.701,109.18,100.313,102.088,103.57,102.213,105.677,102.483,101.654,97.934,97.934,95.4,95.4,98.296,102.997,97.782,98.433,100.319,102.539,98.27,101.056,89.126,89.126,99.628,107.429,104.738,100.664,98.616,100.865,100.865,97.565,97.565,102.129,102.129,99.7,99.7,90.538,91.609,91.609,102.379,101.11,87.082,87.082,94.679,97.478,97.478,86.924,86.924,97.463,97.463,100.934,100.934,100.414,111.992,99.893,99.893,97.043,110.588,93.195,93.195,99.379,87.394,87.394,97.897,97.897,98.743,96.051,105.937,98.93,98.93,97.695,97.695,106.684,100.956,100.956,98.288,99.101,99.101,103.487,103.487,101.192,103.992,103.992,102.317,100.85,100.85,115.171,107.555,97.736,100.433,100.433,88.01,98.258,89.601,101.533,101.573,98.513,100.198,108.51,99.706,112.408,90.298,100.907,100.907,103.122,103.122,101.779,101.779,103.122,103.122,101.779,101.779
2025-11-04,100.626,101.09,101.09,120.575,109.415,111.471,111.471,98.764,98.764,93.416,93.416,101.333,101.333,96.917,96.917,101.734,97.932,97.932,98.28,97.711,98.867,100.704,100.189,98.735,100.147,99.967,98.327,97.82,97.82,94.766,94.766,119.286,93.82,102.585,103.576,101.458,106.613,109.229,100.31,102.007,103.473,102.16,105.578,102.225,101.588,97.889,97.889,95.201,95.201,98.138,103.003,97.785,98.343,99.986,102.411,98.108,101.043,88.827,88.827,99.559,107.208,104.632,100.57,98.567,100.818,100.818,97.523,97.523,101.948,101.948,99.693,99.693,90.31,91.342,91.342,102.208,101.095,86.938,86.938,94.491,97.473,97.473,86.647,86.647,97.409,97.409,100.805,100.805,100.316,111.811,99.868,99.868,96.746,110.34,93.059,93.059,99.359,87.251,87.251,97.91,97.91,98.705,95.819,105.82,98.823,98.823,97.671,97.671,106.622,100.883,100.883,98.253,99.08,99.08,103.304,103.304,101.261,103.869,103.869,102.199,100.852,100.852,114.893,107.424,97.719,100.419,100.419,87.77,98.253,89.277,101.478,101.188,98.499,100.196,108.185,99.702,112.139,90.002,100.76,100.76,103.016,103.016,101.662,101.662,103.016,103.016,101.662,101.662
2025-11-05,100.612,101.178,101.178,120.805,109.762,111.824,111.824,98.899,98.899,93.657,93.657,101.404,101.404,96.983,96.983,101.821,98.006,98.006,98.317,97.73,98.881,100.769,100.232,98.757,100.156,100.022,98.571,97.847,97.847,94.924,94.924,119.661,93.977,102.64,103.68,101.524,106.836,109.272,100.337,102.081,103.585,102.253,105.776,102.476,101.637,97.953,97.953,95.355,95.355,98.554,103.044,97.812,98.452,100.377,102.55,98.391,101.059,89.143,89.143,99.635,107.444,104.695,100.653,98.594,100.897,100.897,97.587,97.587,102.136,102.136,99.703,99.703,90.587,91.693,91.693,102.434,101.112,87.177,87.177,94.746,97.498,97.498,86.997,86.997,97.491,97.491,100.871,100.871,100.445,112.06,99.751,99.751,97.13,110.682,93.249,93.249,99.372,87.503,87.503,97.888,97.888,98.794,96.095,105.935,98.933,98.933,97.704,97.704,106.761,100.964,100.964,98.301,99.107,99.107,103.522,103.522,101.135,104.029,104.029,102.232,100.861,100.861,115.244,107.654,97.766,100.438,100.438,88.067,98.305,89.62,101.543,101.608,98.542,100.222,108.5,99.725,112.354,90.35,100.914,100.914,103.163,103.163,101.823,101.823,103.163,103.163,101.823,101.823
2025-11-06,100.648,101.142,101.142,120.473,109.603,111.639,111.639,98.895,98.895,93.667,93.667,101.381,101.381,96.986,96.986,101.817,98.03,98.03,98.324,97.748,98.906,100.784,100.229,98.777,100.144,100.022,98.529,97.869,97.869,94.931,94.931,119.553,93.995,102.562,103.651,101.507,106.757,109.188,100.304,102.073,103.506,102.218,105.727,102.481,101.622,97.959,97.959,95.372,95.372,98.66,103.198,97.821,98.456,100.257,102.51,98.353,101.048,89.125,89.125,99.645,107.412,104.671,100.585,98.613,100.878,100.878,97.598,97.598,102.107,102.107,99.698,99.698,90.593,91.696,91.696,102.411,101.117,87.179,87.179,94.724,97.514,97.514,87.026,87.026,97.499,97.499,100.857,100.857,100.427,112.054,99.746,99.746,97.033,110.645,93.23,93.23,99.359,87.447,87.447,97.902,97.902,98.764,96.004,105.902,98.923,98.923,97.728,97.728,106.773,100.934,100.934,98.296,99.109,99.109,103.527,103.527,101.269,103.993,103.993,102.18,100.85,100.85,115.148,107.574,97.761,100.429,100.429,88.082,98.301,89.58,101.539,101.475,98.569,100.201,108.404,99.739,112.443,90.377,100.908,100.908,103.172,103.172,101.811,101.811,103.172,103.172,101.811,101.811
2025-11-07,100.628,101.143,101.143,120.349,109.583,111.557,111.557,98.856,98.856,93.618,93.618,101.344,101.344,96.955,96.955,101.775,98.018,98.018,98.345,97.799,98.93,100.722,100.215,98.786,100.111,100.009,98.481,97.902,97.902,94.905,94.905,119.477,94.007,102.5,103.604,101.478,106.684,109.223,100.316,102.004,103.452,102.164,105.7,102.402,101.595,97.958,97.958,95.288,95.288,98.421,103.1,97.833,98.467,100.18,102.455,98.366,101.03,89.073,89.073,99.635,107.327,104.579,100.585,98.673,100.857,100.857,97.6,97.6,102.058,102.058,99.715,99.715,90.555,91.566,91.566,102.348,101.115,87.165,87.165,94.696,97.537,97.537,86.92,86.92,97.491,97.491,100.823,100.823,100.39,111.927,99.738,99.738,96.978,110.502,93.262,93.262,99.385,87.466,87.466,97.92,97.92,98.741,95.899,105.882,98.885,98.885,97.735,97.735,106.721,100.982,100.982,98.288,99.113,99.113,103.444,103.444,101.246,103.916,103.916,102.136,100.83,100.83,114.897,107.463,97.801,100.412,100.412,88.048,98.32,89.51,101.462,101.371,98.584,100.17,108.344,99.725,112.327,90.278,100.852,100.852,103.061,103.061,101.758,101.758,103.061,103.061,101.758,101.758
2025-11-10,100.631,101.201,101.201,120.516,109.816,111.741,111.741,98.916,98.916,93.777,93.777,101.355,101.355,96.977,96.977,101.79,98.059,98.059,98.366,97.807,98.961,100.716,100.205,98.831,100.147,99.979,98.635,97.937,97.937,94.947,94.947,119.677,94.036,102.526,103.585,101.495,106.73,109.259,100.323,102.018,103.517,102.185,105.738,102.606,101.62,97.994,97.994,95.465,95.465,98.492,103.096,97.858,98.506,100.433,102.521,98.391,100.97,89.279,89.279,99.653,107.469,104.63,100.629,98.668,100.859,100.859,97.631,97.631,102.162,102.162,99.718,99.718,90.652,91.779,91.779,102.469,101.107,87.319,87.319,94.85,97.552,97.552,87.103,87.103,97.518,97.518,100.839,100.839,100.419,112.173,99.761,99.761,97.198,110.635,93.292,93.292,99.426,87.553,87.553,97.926,97.926,98.755,96.02,105.872,98.937,98.937,97.757,97.757,106.814,100.947,100.947,98.316,99.101,99.101,103.57,103.57,101.212,103.971,103.971,102.089,100.826,100.826,115.054,107.574,97.822,100.416,100.416,88.227,98.34,89.749,101.493,101.657,98.585,100.184,108.571,99.719,112.433,90.461,100.922,100.922,103.156,103.156,101.81,101.81,103.156,103.156,101.81,101.81
2025-11-12,100.59,101.182,101.182,120.239,109.622,111.514,111.514,98.863,98.863,93.644,93.644,101.326,101.326,96.94,96.94,101.735,98.049,98.049,98.37,97.798,98.944,100.696,100.2,98.837,100.114,99.925,98.532,97.949,97.949,94.821,94.821,119.514,93.977,102.498,103.575,101.462,106.664,109.115,100.313,102.024,103.433,102.144,105.674,102.414,101.567,97.959,97.959,95.371,95.371,98.404,103.193,97.864,98.472,100.166,102.482,98.154,100.949,89.135,89.135,99.621,107.367,104.583,100.561,98.572,100.824,100.824,97.611,97.611,102.053,102.053,99.717,99.717,90.545,91.61,91.61,102.354,101.074,87.153,87.153,94.715,97.575,97.575,86.909,86.909,97.493,97.493,100.786,100.786,100.354,111.94,99.737,99.737,97.006,110.376,93.299,93.299,99.386,87.424,87.424,97.949,97.949,98.73,95.806,105.765,98.929,98.929,97.759,97.759,106.579,100.92,100.92,98.316,99.089,99.089,103.446,103.446,101.285,103.898,103.898,102.051,100.816,100.816,114.889,107.475,97.804,100.405,100.405,88.051,98.328,89.572,101.487,101.352,98.562,100.182,108.26,99.708,112.329,90.301,100.852,100.852,103.059,103.059,101.736,101.736,103.059,103.059,101.736,101.736
2025-11-13,100.576,101.138,101.138,120.22,109.274,111.324,111.324,98.812,98.812,93.56,93.56,101.307,101.307,96.924,96.924,101.704,98.024,98.024,98.366,97.809,98.934,100.676,100.202,98.807,100.101,99.91,98.446,97.956,97.956,94.78,94.78,119.33,93.934,102.606,103.634,101.442,106.621,108.945,100.293,102.013,103.389,102.135,105.632,102.32,101.525,97.945,97.945,95.299,95.299,98.408,103.115,97.878,98.423,100.055,102.382,98.144,100.932,88.993,88.993,99.603,107.273,104.525,100.558,98.645,100.823,100.823,97.612,97.612,101.983,101.983,99.711,99.711,90.471,91.503,91.503,102.313,101.08,87.062,87.062,94.635,97.565,97.565,86.803,86.803,97.491,97.491,100.778,100.778,100.324,111.926,99.736,99.736,96.839,110.178,93.256,93.256,99.397,87.344,87.344,97.965,97.965,98.728,95.619,105.74,98.892,98.892,97.755,97.755,106.621,100.828,100.828,98.305,99.082,99.082,103.33,103.33,101.237,103.821,103.821,102.001,100.808,100.808,114.732,107.428,97.805,100.396,100.396,87.983,98.346,89.422,101.452,101.062,98.573,100.15,108.082,99.713,112.178,90.228,100.805,100.805,103.071,103.071,101.704,101.704,103.071,103.071,101.704,101.704
2025-11-14,100.552,101.15,101.15,120.232,109.423,111.32,111.32,98.815,98.815,93.564,93.564,101.286,101.286,96.934,96.934,101.689,98.028,98.028,98.341,97.828,98.946,100.694,100.218,98.817,100.089,99.905,98.454,97.98,97.98,94.813,94.813,119.299,93.956,102.575,103.686,101.435,106.557,108.85,100.3,101.984,103.46,102.141,105.631,102.326,101.528,97.95,97.95,95.258,95.258,98.436,103.057,97.875,98.417,100.084,102.403,98.191,100.927,88.997,88.997,99.606,107.213,104.485,100.599,98.573,100.789,100.789,97.611,97.611,101.977,101.977,99.714,99.714,90.478,91.54,91.54,102.238,100.994,87.001,87.001,94.607,97.605,97.605,86.838,86.838,97.496,97.496,100.744,100.744,100.331,111.876,99.736,99.736,96.876,110.144,93.326,93.326,99.392,87.366,87.366,97.967,97.967,98.715,95.643,105.691,98.884,98.884,97.763,97.763,106.654,100.839,100.839,98.307,99.084,99.084,103.325,103.325,101.167,103.827,103.827,102.064,100.807,100.807,114.685,107.415,97.804,100.398,100.398,87.997,98.345,89.427,101.46,101.156,98.553,100.165,108.101,99.676,112.116,90.248,100.816,100.816,103.073,103.073,101.709,101.709,103.073,103.073,101.709,101.709
2025-11-17,100.559,101.216,101.216,120.298,109.506,111.359,111.359,98.89,98.89,93.687,93.687,101.3,101.3,96.987,96.987,101.78,98.059,98.059,98.391,97.854,98.955,100.716,100.202,98.844,100.119,99.947,98.56,97.984,97.984,94.894,94.894,119.394,94.038,102.476,103.677,101.463,106.52,108.924,100.291,102.017,103.557,102.148,105.725,102.427,101.583,97.958,97.958,95.368,95.368,98.571,103.068,97.875,98.469,100.2,102.453,98.288,100.951,89.164,89.164,99.617,107.291,104.53,100.604,98.631,100.802,100.802,97.652,97.652,102.075,102.075,99.722,99.722,90.625,91.674,91.674,102.386,101.117,87.017,87.017,94.75,97.615,97.615,86.989,86.989,97.492,97.492,100.757,100.757,100.417,112.065,99.783,99.783,96.966,110.424,93.415,93.415,99.394,86.944,86.944,97.951,97.951,98.745,95.594,105.808,98.925,98.925,97.791,97.791,106.708,100.791,100.791,98.333,99.076,99.076,103.406,103.406,101.169,103.905,103.905,102.085,100.806,100.806,114.838,107.54,97.839,100.406,100.406,88.108,98.363,89.478,101.464,101.257,98.586,100.177,108.16,99.719,112.314,90.397,100.907,100.907,103.13,103.13,101.778,101.778,103.13,103.13,101.778,101.778
2025-11-18,100.614,101.124,101.124,120.065,109.484,111.257,111.257,98.839,98.839,93.629,93.629,101.297,101.297,96.95,96.95,101.73,98.048,98.048,98.391,97.868,99.028,100.713,100.191,98.845,100.1,99.93,98.483,97.973,97.973,94.853,94.853,119.29,94.01,102.508,103.635,101.444,106.456,108.754,100.286,101.961,103.486,102.113,105.638,102.339,101.552,97.949,97.949,95.246,95.246,98.541,103.022,97.76,98.459,100.118,102.416,98.24,100.936,89.005,89.005,99.611,107.254,104.528,100.539,98.57,100.806,100.806,97.613,97.613,101.99,101.99,99.706,99.706,90.521,91.56,91.56,102.309,101.094,86.946,86.946,94.673,97.61,97.61,86.885,86.885,97.485,97.485,100.728,100.728,100.394,112.039,99.727,99.727,96.904,110.368,93.397,93.397,99.43,87.057,87.057,97.96,97.96,98.751,95.572,105.775,98.888,98.888,97.787,97.787,106.631,100.756,100.756,98.321,99.062,99.062,103.329,103.329,101.245,103.858,103.858,102.092,100.79,100.79,114.744,107.49,97.842,100.395,100.395,88.047,98.351,89.397,101.467,101.055,98.584,100.162,108.081,99.735,112.145,90.327,100.856,100.856,103.089,103.089,101.745,101.745,103.089,103.089,101.745,101.745
2025-11-19,100.597,101.186,101.186,120.402,109.604,111.386,111.386,98.937,98.937,93.784,93.784,101.329,101.329,96.987,96.987,101.808,98.113,98.113,98.426,97.878,98.97,100.742,100.196,98.879,100.16,100.016,98.653,98.033,98.033,95.013,95.013,119.488,94.095,102.442,103.649,101.494,106.522,109.09,100.286,101.987,103.578,102.16,105.723,102.521,101.58,98.031,98.031,95.481,95.481,98.629,103.066,97.813,98.562,100.334,102.492,98.358,100.948,89.254,89.254,99.678,107.393,104.566,100.598,98.723,100.846,100.846,97.669,97.669,102.103,102.103,99.728,99.728,90.801,91.806,91.806,102.45,101.1,87.125,87.125,94.861,97.666,97.666,87.148,87.148,97.568,97.568,100.768,100.768,100.45,112.226,99.785,99.785,97.101,110.653,93.49,93.49,99.415,87.272,87.272,97.99,97.99,98.795,95.824,105.859,98.979,98.979,97.835,97.835,106.741,100.882,100.882,98.378,99.108,99.108,103.51,103.51,101.193,104.0,104.0,102.08,100.791,100.791,114.922,107.62,97.872,100.404,100.404,88.275,98.422,89.617,101.464,101.334,98.618,100.169,108.316,99.755,112.329,90.524,100.996,100.996,103.211,103.211,101.839,101.839,103.211,103.211,101.839,101.839
2025-11-20,100.607,101.213,101.213,120.243,109.884,111.527,111.527,98.975,98.975,93.878,93.878,101.347,101.347,97.035,97.035,101.847,98.151,98.151,98.444,97.901,98.977,100.784,100.185,98.874,100.186,100.043,98.691,98.031,98.031,95.074,95.074,119.696,94.133,102.541,103.652,101.529,106.569,109.079,100.272,101.994,103.665,102.161,105.794,102.687,101.604,98.061,98.061,95.575,95.575,98.827,103.114,97.809,98.614,100.503,102.541,98.508,100.963,89.363,89.363,99.722,107.445,104.578,100.611,98.68,100.882,100.882,97.701,97.701,102.2,102.2,99.733,99.733,90.942,91.938,91.938,102.518,101.112,87.241,87.241,95.003,97.678,97.678,87.277,87.277,97.606,97.606,100.807,100.807,100.488,112.384,99.778,99.778,97.22,110.804,93.54,93.54,99.429,87.353,87.353,97.98,97.98,98.864,95.847,105.902,99.038,99.038,97.842,97.842,106.77,100.895,100.895,98.394,99.142,99.142,103.505,103.505,101.327,104.062,104.062,102.075,100.796,100.796,115.002,107.675,97.886,100.418,100.418,88.381,98.424,89.714,101.506,101.501,98.638,100.202,108.469,99.752,112.337,90.681,101.08,101.08,103.291,103.291,101.911,101.911,103.291,103.291,101.911,101.911
2025-11-21,100.643,101.086,101.086,120.432,110.101,111.68,111.68,99.037,99.037,94.01,94.01,101.354,101.354,97.072,97.072,101.863,98.181,98.181,98.472,97.93,99.013,100.785,100.184,98.894,100.216,100.079,98.755,98.088,98.088,95.207,95.207,119.836,94.25,102.468,103.626,101.529,106.609,109.298,100.268,101.975,103.752,102.161,105.775,102.771,101.619,98.1,98.1,95.716,95.716,99.171,103.081,97.85,98.673,100.782,102.568,98.465,100.973,89.567,89.567,99.748,107.51,104.59,100.654,98.696,100.893,100.893,97.746,97.746,102.216,102.216,99.739,99.739,91.09,92.077,92.098,102.628,101.143,87.468,87.468,95.155,97.704,97.704,87.442,87.442,97.651,97.651,100.858,100.858,100.523,112.515,99.78,99.78,97.414,110.989,93.695,93.695,99.457,87.567,87.611,98.01,98.01,98.912,95.983,105.951,99.063,99.063,97.819,97.819,106.787,100.985,100.985,98.387,99.156,99.156,103.623,103.623,101.366,104.133,104.133,102.024,100.796,100.796,115.134,107.672,97.931,100.414,100.414,88.478,98.454,89.976,101.474,101.842,98.669,100.187,108.804,99.748,112.355,90.817,101.117,101.117,103.396,103.396,101.959,101.959,103.396,103.396,101.959,101.959
2025-11-24,100.576,101.061,101.061,120.497,110.277,111.872,111.872,99.133,99.133,94.144,94.144,101.395,101.395,97.114,97.114,101.903,98.194,98.194,98.475,97.935,99.013,100.845,100.187,98.897,100.215,100.124,98.876,98.08,98.08,95.296,95.296,120.082,94.33,102.456,103.71,101.576,106.6,109.49,100.285,101.988,103.869,102.22,105.901,102.979,101.658,98.109,98.109,95.826,95.826,99.116,103.14,97.835,98.749,100.916,102.632,98.577,100.991,89.697,89.697,99.769,107.628,104.647,100.594,98.752,100.941,100.941,97.767,97.767,102.317,102.317,99.744,99.744,91.181,92.243,92.243,102.732,101.136,87.599,87.599,95.272,97.708,97.708,87.606,87.606,97.667,97.667,100.893,100.893,100.584,112.989,99.803,99.803,97.694,111.239,93.573,93.573,99.428,87.808,87.808,98.018,98.018,98.948,96.139,106.017,99.097,99.097,97.841,97.841,106.82,101.021,101.021,98.403,99.188,99.188,103.733,103.733,101.404,104.184,104.184,102.021,100.872,100.872,115.287,107.846,97.936,100.413,100.413,88.708,98.457,90.256,101.531,102.073,98.676,100.179,109.11,99.769,112.455,91.005,101.183,101.183,103.498,103.498,102.039,102.039,103.498,103.498,102.039,102.039
2025-11-25,100.602,101.026,101.026,120.545,110.521,111.963,111.963,99.118,99.118,94.156,94.156,101.363,101.363,97.127,97.127,101.916,98.197,98.197,98.493,97.943,99.024,100.812,100.186,98.908,100.198,100.1,98.855,98.069,98.069,95.353,95.353,120.118,94.345,102.477,103.595,101.543,106.587,109.305,100.267,101.979,103.816,102.195,105.763,103.054,101.663,98.121,98.121,95.817,95.817,99.144,103.132,97.862,98.806,101.047,102.59,98.559,100.962,89.711,89.711,99.777,107.601,104.616,100.693,98.755,100.917,100.917,97.784,97.784,102.34,102.34,99.75,99.75,91.191,92.259,92.259,102.724,101.144,87.648,87.648,95.28,97.724,97.724,87.65,87.65,97.717,97.717,100.898,100.898,100.559,112.957,99.77,99.77,97.759,111.261,93.629,93.629,99.449,87.852,87.852,98.041,98.041,98.914,96.169,105.93,99.076,99.076,97.85,97.85,106.728,100.969,100.969,98.414,99.169,99.169,103.709,103.709,101.45,104.149,104.149,102.052,100.821,100.821,115.312,107.78,97.949,100.408,100.408,88.752,98.491,90.293,101.481,102.201,98.689,100.18,109.233,99.773,112.372,91.027,101.149,101.149,103.503,103.503,102.011,102.011,103.503,103.503,102.011,102.011
2025-11-26,100.652,101.0,101.0,120.559,110.045,111.808,111.808,99.081,99.081,94.08,94.08,101.339,101.339,97.138,97.138,101.913,98.198,98.198,98.519,97.964,99.024,100.792,100.201,98.902,100.191,100.116,98.763,98.077,98.077,95.232,95.232,119.955,94.305,102.447,103.582,101.523,106.53,109.287,100.285,101.993,103.786,102.195,105.677,102.95,101.632,98.129,98.129,95.708,95.708,99.082,103.111,97.858,98.772,100.848,102.596,98.467,100.963,89.594,89.594,99.763,107.489,104.596,100.517,98.731,100.907,100.907,97.786,97.786,102.239,102.239,99.755,99.755,91.082,92.134,92.134,102.637,101.146,87.579,87.579,95.248,97.733,97.733,87.523,87.523,97.698,97.698,100.867,100.867,100.512,112.895,99.802,99.802,97.55,111.133,93.536,93.536,99.415,87.912,87.912,98.058,98.058,98.911,96.071,105.93,99.076,99.076,97.867,97.867,106.727,100.923,100.923,98.409,99.186,99.186,103.638,103.638,101.393,104.081,104.081,101.95,100.807,100.807,115.197,107.719,97.95,100.397,100.397,88.638,98.507,90.212,101.575,102.06,98.703,100.183,109.183,99.779,112.338,90.926,101.08,101.08,103.411,103.411,101.979,101.979,103.411,103.411,101.979,101.979
2025-11-28,100.635,100.959,100.959,120.561,109.622,111.463,111.463,98.976,98.976,93.832,93.832,101.263,101.263,97.126,97.126,101.818,98.159,98.159,98.538,97.97,99.0,100.772,100.194,98.913,100.141,100.031,98.529,98.084,98.084,95.033,95.033,119.529,94.199,102.381,103.553,101.482,106.466,109.102,100.295,101.897,103.792,102.131,105.524,102.656,101.599,98.087,98.087,95.486,95.486,98.966,103.083,97.865,98.745,100.414,102.535,98.344,100.932,89.319,89.319,99.731,107.319,104.549,100.545,98.703,100.86,100.86,97.763,97.763,102.083,102.083,99.748,99.748,90.819,91.899,91.899,102.438,101.113,87.326,87.326,94.989,97.741,97.741,87.195,87.195,97.678,97.678,100.792,100.792,100.455,112.543,99.728,99.728,97.344,110.779,93.471,93.471,99.401,87.616,87.616,98.057,98.057,98.905,95.729,105.828,99.006,99.006,97.868,97.868,106.526,100.865,100.865,98.379,99.122,99.122,103.417,103.417,101.345,103.987,103.987,102.017,100.793,100.793,114.861,107.604,97.936,100.392,100.392,88.374,98.488,89.758,101.39,101.634,98.686,100.172,108.676,99.763,111.977,90.595,100.979,100.979,103.261,103.261,101.838,101.838,103.261,103.261,101.838,101.838
2025-12-01,100.622,100.954,100.954,120.488,109.681,111.512,111.512,99.013,99.013,93.881,93.881,101.283,101.283,97.159,97.159,101.852,98.192,98.192,98.537,97.989,99.036,100.766,100.172,98.914,100.165,100.07,98.55,98.12,98.12,95.059,95.059,119.529,94.256,102.41,103.613,101.498,106.324,108.988,100.292,101.937,103.839,102.177,105.49,102.723,101.629,98.135,98.135,95.529,95.529,98.848,103.064,97.894,98.796,100.504,102.568,98.397,100.939,89.323,89.323,99.779,107.358,104.552,100.578,98.765,100.87,100.87,97.788,97.788,102.116,102.116,99.764,99.764,90.834,91.932,91.932,102.467,101.129,87.396,87.396,95.057,97.764,97.764,87.266,87.266,97.699,97.699,100.815,100.815,100.478,112.665,99.739,99.739,97.295,110.841,93.476,93.476,99.43,87.619,87.619,98.067,98.067,98.911,95.809,105.8,99.04,99.04,97.888,97.888,106.563,100.908,100.908,98.404,99.151,99.151,103.504,103.504,101.271,104.119,104.119,102.003,100.786,100.786,114.903,107.66,97.967,100.39,100.39,88.461,98.525,89.782,101.482,101.676,98.714,100.179,108.827,99.786,112.15,90.59,101.016,101.016,103.23,103.23,101.878,101.878,103.23,103.23,101.878,101.878
